Anio;Periodo;DatoSobreEnvejecimiento;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2007;Anual;31.31;154;15;La Concepción;Ciudad Lineal
2008;Anual;32.89;154;15;La Concepción;Ciudad Lineal
2009;Anual;34.97;154;15;La Concepción;Ciudad Lineal
2010;Anual;36.99;154;15;La Concepción;Ciudad Lineal
2011;Anual;39.12;154;15;La Concepción;Ciudad Lineal
2012;Anual;40.51;154;15;La Concepción;Ciudad Lineal
2013;Anual;41.68;154;15;La Concepción;Ciudad Lineal
2014;Anual;42.68;154;15;La Concepción;Ciudad Lineal
2015;Anual;43.58;154;15;La Concepción;Ciudad Lineal
2016;Anual;44.4;154;15;La Concepción;Ciudad Lineal
2017;Anual;44.69;154;15;La Concepción;Ciudad Lineal
2018;Anual;44.18;154;15;La Concepción;Ciudad Lineal
2019;Anual;43.8;154;15;La Concepción;Ciudad Lineal
2020;Anual;42.5;154;15;La Concepción;Ciudad Lineal
2021;Anual;41.7;154;15;La Concepción;Ciudad Lineal
2022;Anual;40.4;154;15;La Concepción;Ciudad Lineal
2005;Anual;29.08;44;4;Guindalera;Salamanca
2006;Anual;30.0;44;4;Guindalera;Salamanca
2007;Anual;31.68;44;4;Guindalera;Salamanca
2008;Anual;32.92;44;4;Guindalera;Salamanca
2009;Anual;34.43;44;4;Guindalera;Salamanca
2010;Anual;35.69;44;4;Guindalera;Salamanca
2011;Anual;36.95;44;4;Guindalera;Salamanca
2012;Anual;38.28;44;4;Guindalera;Salamanca
2013;Anual;39.58;44;4;Guindalera;Salamanca
2014;Anual;40.62;44;4;Guindalera;Salamanca
2015;Anual;41.31;44;4;Guindalera;Salamanca
2016;Anual;42.15;44;4;Guindalera;Salamanca
2017;Anual;42.47;44;4;Guindalera;Salamanca
2018;Anual;42.04;44;4;Guindalera;Salamanca
2019;Anual;41.3;44;4;Guindalera;Salamanca
2020;Anual;40.1;44;4;Guindalera;Salamanca
2021;Anual;39.5;44;4;Guindalera;Salamanca
2022;Anual;39.7;44;4;Guindalera;Salamanca
2005;Anual;26.76;201;20;Simancas;San Blas - Canillejas
2006;Anual;27.95;201;20;Simancas;San Blas - Canillejas
2007;Anual;29.3;201;20;Simancas;San Blas - Canillejas
2008;Anual;31.98;201;20;Simancas;San Blas - Canillejas
2009;Anual;34.41;201;20;Simancas;San Blas - Canillejas
2010;Anual;36.45;201;20;Simancas;San Blas - Canillejas
2011;Anual;38.7;201;20;Simancas;San Blas - Canillejas
2012;Anual;41.22;201;20;Simancas;San Blas - Canillejas
2013;Anual;42.63;201;20;Simancas;San Blas - Canillejas
2014;Anual;45.07;201;20;Simancas;San Blas - Canillejas
2015;Anual;46.61;201;20;Simancas;San Blas - Canillejas
2016;Anual;47.13;201;20;Simancas;San Blas - Canillejas
2017;Anual;47.39;201;20;Simancas;San Blas - Canillejas
2018;Anual;46.7;201;20;Simancas;San Blas - Canillejas
2019;Anual;45.8;201;20;Simancas;San Blas - Canillejas
2020;Anual;43.8;201;20;Simancas;San Blas - Canillejas
2021;Anual;42.1;201;20;Simancas;San Blas - Canillejas
2022;Anual;40.0;201;20;Simancas;San Blas - Canillejas
2005;Anual;30.16;153;15;Quintana;Ciudad Lineal
2006;Anual;31.34;153;15;Quintana;Ciudad Lineal
2007;Anual;32.96;153;15;Quintana;Ciudad Lineal
2008;Anual;34.88;153;15;Quintana;Ciudad Lineal
2009;Anual;36.1;153;15;Quintana;Ciudad Lineal
2010;Anual;38.07;153;15;Quintana;Ciudad Lineal
2011;Anual;40.41;153;15;Quintana;Ciudad Lineal
2012;Anual;41.35;153;15;Quintana;Ciudad Lineal
2013;Anual;42.72;153;15;Quintana;Ciudad Lineal
2014;Anual;44.14;153;15;Quintana;Ciudad Lineal
2015;Anual;44.86;153;15;Quintana;Ciudad Lineal
2016;Anual;45.44;153;15;Quintana;Ciudad Lineal
2017;Anual;45.83;153;15;Quintana;Ciudad Lineal
2018;Anual;45.74;153;15;Quintana;Ciudad Lineal
2019;Anual;45.0;153;15;Quintana;Ciudad Lineal
2020;Anual;43.6;153;15;Quintana;Ciudad Lineal
2021;Anual;42.5;153;15;Quintana;Ciudad Lineal
2022;Anual;40.5;153;15;Quintana;Ciudad Lineal
2005;Anual;38.52;71;7;Gaztambide;Chamberí
2006;Anual;38.73;71;7;Gaztambide;Chamberí
2007;Anual;39.27;71;7;Gaztambide;Chamberí
2008;Anual;40.02;71;7;Gaztambide;Chamberí
2009;Anual;40.63;71;7;Gaztambide;Chamberí
2010;Anual;40.05;71;7;Gaztambide;Chamberí
2011;Anual;40.81;71;7;Gaztambide;Chamberí
2012;Anual;40.79;71;7;Gaztambide;Chamberí
2013;Anual;40.79;71;7;Gaztambide;Chamberí
2014;Anual;40.84;71;7;Gaztambide;Chamberí
2015;Anual;40.63;71;7;Gaztambide;Chamberí
2016;Anual;40.15;71;7;Gaztambide;Chamberí
2017;Anual;39.87;71;7;Gaztambide;Chamberí
2018;Anual;38.79;71;7;Gaztambide;Chamberí
2019;Anual;37.1;71;7;Gaztambide;Chamberí
2020;Anual;35.6;71;7;Gaztambide;Chamberí
2021;Anual;35.6;71;7;Gaztambide;Chamberí
2022;Anual;34.8;71;7;Gaztambide;Chamberí
2005;Anual;36.74;72;7;Arapiles;Chamberí
2006;Anual;36.92;72;7;Arapiles;Chamberí
2007;Anual;37.39;72;7;Arapiles;Chamberí
2008;Anual;37.74;72;7;Arapiles;Chamberí
2009;Anual;38.13;72;7;Arapiles;Chamberí
2010;Anual;38.11;72;7;Arapiles;Chamberí
2011;Anual;38.88;72;7;Arapiles;Chamberí
2012;Anual;38.76;72;7;Arapiles;Chamberí
2013;Anual;38.83;72;7;Arapiles;Chamberí
2014;Anual;38.63;72;7;Arapiles;Chamberí
2015;Anual;38.55;72;7;Arapiles;Chamberí
2016;Anual;38.44;72;7;Arapiles;Chamberí
2017;Anual;37.89;72;7;Arapiles;Chamberí
2018;Anual;37.2;72;7;Arapiles;Chamberí
2019;Anual;36.0;72;7;Arapiles;Chamberí
2020;Anual;35.4;72;7;Arapiles;Chamberí
2021;Anual;34.9;72;7;Arapiles;Chamberí
2022;Anual;34.7;72;7;Arapiles;Chamberí
2005;Anual;36.17;73;7;Trafalgar;Chamberí
2006;Anual;36.95;73;7;Trafalgar;Chamberí
2007;Anual;38.36;73;7;Trafalgar;Chamberí
2008;Anual;38.52;73;7;Trafalgar;Chamberí
2009;Anual;39.89;73;7;Trafalgar;Chamberí
2010;Anual;41.2;73;7;Trafalgar;Chamberí
2011;Anual;41.61;73;7;Trafalgar;Chamberí
2012;Anual;41.48;73;7;Trafalgar;Chamberí
2013;Anual;41.42;73;7;Trafalgar;Chamberí
2014;Anual;40.39;73;7;Trafalgar;Chamberí
2015;Anual;40.14;73;7;Trafalgar;Chamberí
2016;Anual;38.72;73;7;Trafalgar;Chamberí
2017;Anual;38.33;73;7;Trafalgar;Chamberí
2018;Anual;37.07;73;7;Trafalgar;Chamberí
2019;Anual;35.3;73;7;Trafalgar;Chamberí
2020;Anual;33.9;73;7;Trafalgar;Chamberí
2021;Anual;32.9;73;7;Trafalgar;Chamberí
2022;Anual;32.0;73;7;Trafalgar;Chamberí
2005;Anual;35.8;74;7;Almagro;Chamberí
2006;Anual;35.57;74;7;Almagro;Chamberí
2007;Anual;36.21;74;7;Almagro;Chamberí
2008;Anual;36.7;74;7;Almagro;Chamberí
2009;Anual;37.48;74;7;Almagro;Chamberí
2010;Anual;37.97;74;7;Almagro;Chamberí
2011;Anual;38.33;74;7;Almagro;Chamberí
2012;Anual;38.54;74;7;Almagro;Chamberí
2013;Anual;38.26;74;7;Almagro;Chamberí
2014;Anual;38.49;74;7;Almagro;Chamberí
2015;Anual;38.56;74;7;Almagro;Chamberí
2016;Anual;37.74;74;7;Almagro;Chamberí
2017;Anual;37.86;74;7;Almagro;Chamberí
2018;Anual;37.18;74;7;Almagro;Chamberí
2019;Anual;36.6;74;7;Almagro;Chamberí
2020;Anual;35.2;74;7;Almagro;Chamberí
2021;Anual;35.6;74;7;Almagro;Chamberí
2022;Anual;35.0;74;7;Almagro;Chamberí
2005;Anual;36.35;46;4;Castellana;Salamanca
2006;Anual;36.8;46;4;Castellana;Salamanca
2007;Anual;38.08;46;4;Castellana;Salamanca
2008;Anual;37.46;46;4;Castellana;Salamanca
2009;Anual;37.35;46;4;Castellana;Salamanca
2010;Anual;37.48;46;4;Castellana;Salamanca
2011;Anual;37.5;46;4;Castellana;Salamanca
2012;Anual;37.24;46;4;Castellana;Salamanca
2013;Anual;37.17;46;4;Castellana;Salamanca
2014;Anual;36.9;46;4;Castellana;Salamanca
2015;Anual;36.28;46;4;Castellana;Salamanca
2016;Anual;35.94;46;4;Castellana;Salamanca
2017;Anual;36.38;46;4;Castellana;Salamanca
2018;Anual;34.54;46;4;Castellana;Salamanca
2019;Anual;34.2;46;4;Castellana;Salamanca
2020;Anual;33.2;46;4;Castellana;Salamanca
2021;Anual;33.0;46;4;Castellana;Salamanca
2022;Anual;33.0;46;4;Castellana;Salamanca
2005;Anual;23.16;152;15;Pueblo Nuevo;Ciudad Lineal
2006;Anual;24.25;152;15;Pueblo Nuevo;Ciudad Lineal
2007;Anual;25.64;152;15;Pueblo Nuevo;Ciudad Lineal
2008;Anual;26.62;152;15;Pueblo Nuevo;Ciudad Lineal
2009;Anual;28.03;152;15;Pueblo Nuevo;Ciudad Lineal
2010;Anual;29.39;152;15;Pueblo Nuevo;Ciudad Lineal
2011;Anual;30.64;152;15;Pueblo Nuevo;Ciudad Lineal
2012;Anual;32.18;152;15;Pueblo Nuevo;Ciudad Lineal
2013;Anual;33.65;152;15;Pueblo Nuevo;Ciudad Lineal
2014;Anual;35.32;152;15;Pueblo Nuevo;Ciudad Lineal
2015;Anual;36.6;152;15;Pueblo Nuevo;Ciudad Lineal
2016;Anual;37.1;152;15;Pueblo Nuevo;Ciudad Lineal
2017;Anual;37.6;152;15;Pueblo Nuevo;Ciudad Lineal
2018;Anual;38.01;152;15;Pueblo Nuevo;Ciudad Lineal
2019;Anual;37.8;152;15;Pueblo Nuevo;Ciudad Lineal
2020;Anual;37.0;152;15;Pueblo Nuevo;Ciudad Lineal
2021;Anual;37.0;152;15;Pueblo Nuevo;Ciudad Lineal
2022;Anual;36.4;152;15;Pueblo Nuevo;Ciudad Lineal
2005;Anual;36.56;45;4;Lista;Salamanca
2006;Anual;37.18;45;4;Lista;Salamanca
2007;Anual;37.86;45;4;Lista;Salamanca
2008;Anual;37.52;45;4;Lista;Salamanca
2009;Anual;37.43;45;4;Lista;Salamanca
2010;Anual;38.23;45;4;Lista;Salamanca
2011;Anual;38.58;45;4;Lista;Salamanca
2012;Anual;38.96;45;4;Lista;Salamanca
2013;Anual;39.11;45;4;Lista;Salamanca
2014;Anual;38.7;45;4;Lista;Salamanca
2015;Anual;38.62;45;4;Lista;Salamanca
2016;Anual;38.08;45;4;Lista;Salamanca
2017;Anual;37.9;45;4;Lista;Salamanca
2018;Anual;37.69;45;4;Lista;Salamanca
2019;Anual;36.6;45;4;Lista;Salamanca
2020;Anual;35.4;45;4;Lista;Salamanca
2021;Anual;35.5;45;4;Lista;Salamanca
2022;Anual;35.2;45;4;Lista;Salamanca
2005;Anual;36.23;92;9;Argüelles;Moncloa - Aravaca
2006;Anual;37.0;92;9;Argüelles;Moncloa - Aravaca
2007;Anual;37.93;92;9;Argüelles;Moncloa - Aravaca
2008;Anual;38.16;92;9;Argüelles;Moncloa - Aravaca
2009;Anual;38.41;92;9;Argüelles;Moncloa - Aravaca
2010;Anual;38.98;92;9;Argüelles;Moncloa - Aravaca
2011;Anual;39.57;92;9;Argüelles;Moncloa - Aravaca
2012;Anual;38.93;92;9;Argüelles;Moncloa - Aravaca
2013;Anual;38.68;92;9;Argüelles;Moncloa - Aravaca
2014;Anual;38.99;92;9;Argüelles;Moncloa - Aravaca
2015;Anual;39.41;92;9;Argüelles;Moncloa - Aravaca
2016;Anual;39.54;92;9;Argüelles;Moncloa - Aravaca
2017;Anual;38.72;92;9;Argüelles;Moncloa - Aravaca
2018;Anual;38.59;92;9;Argüelles;Moncloa - Aravaca
2019;Anual;38.1;92;9;Argüelles;Moncloa - Aravaca
2020;Anual;36.9;92;9;Argüelles;Moncloa - Aravaca
2021;Anual;36.2;92;9;Argüelles;Moncloa - Aravaca
2022;Anual;35.6;92;9;Argüelles;Moncloa - Aravaca
2005;Anual;20.27;202;20;Hellín;San Blas - Canillejas
2006;Anual;22.2;202;20;Hellín;San Blas - Canillejas
2007;Anual;25.18;202;20;Hellín;San Blas - Canillejas
2008;Anual;28.4;202;20;Hellín;San Blas - Canillejas
2009;Anual;32.56;202;20;Hellín;San Blas - Canillejas
2010;Anual;36.04;202;20;Hellín;San Blas - Canillejas
2011;Anual;39.96;202;20;Hellín;San Blas - Canillejas
2012;Anual;43.96;202;20;Hellín;San Blas - Canillejas
2013;Anual;48.63;202;20;Hellín;San Blas - Canillejas
2014;Anual;52.54;202;20;Hellín;San Blas - Canillejas
2015;Anual;56.5;202;20;Hellín;San Blas - Canillejas
2016;Anual;58.26;202;20;Hellín;San Blas - Canillejas
2017;Anual;60.31;202;20;Hellín;San Blas - Canillejas
2018;Anual;61.01;202;20;Hellín;San Blas - Canillejas
2019;Anual;60.8;202;20;Hellín;San Blas - Canillejas
2020;Anual;58.4;202;20;Hellín;San Blas - Canillejas
2021;Anual;57.0;202;20;Hellín;San Blas - Canillejas
2022;Anual;52.9;202;20;Hellín;San Blas - Canillejas
2005;Anual;25.02;151;15;Ventas;Ciudad Lineal
2006;Anual;25.78;151;15;Ventas;Ciudad Lineal
2007;Anual;26.82;151;15;Ventas;Ciudad Lineal
2008;Anual;27.9;151;15;Ventas;Ciudad Lineal
2009;Anual;29.43;151;15;Ventas;Ciudad Lineal
2010;Anual;30.8;151;15;Ventas;Ciudad Lineal
2011;Anual;32.39;151;15;Ventas;Ciudad Lineal
2012;Anual;34.48;151;15;Ventas;Ciudad Lineal
2013;Anual;36.38;151;15;Ventas;Ciudad Lineal
2014;Anual;38.14;151;15;Ventas;Ciudad Lineal
2015;Anual;39.79;151;15;Ventas;Ciudad Lineal
2016;Anual;41.22;151;15;Ventas;Ciudad Lineal
2017;Anual;42.76;151;15;Ventas;Ciudad Lineal
2018;Anual;43.85;151;15;Ventas;Ciudad Lineal
2019;Anual;43.8;151;15;Ventas;Ciudad Lineal
2020;Anual;42.8;151;15;Ventas;Ciudad Lineal
2021;Anual;43.4;151;15;Ventas;Ciudad Lineal
2022;Anual;42.8;151;15;Ventas;Ciudad Lineal
2005;Anual;31.54;43;4;Fuente del Berro;Salamanca
2006;Anual;31.67;43;4;Fuente del Berro;Salamanca
2007;Anual;32.55;43;4;Fuente del Berro;Salamanca
2008;Anual;33.28;43;4;Fuente del Berro;Salamanca
2009;Anual;33.5;43;4;Fuente del Berro;Salamanca
2010;Anual;34.55;43;4;Fuente del Berro;Salamanca
2011;Anual;35.34;43;4;Fuente del Berro;Salamanca
2012;Anual;36.1;43;4;Fuente del Berro;Salamanca
2013;Anual;37.02;43;4;Fuente del Berro;Salamanca
2014;Anual;37.72;43;4;Fuente del Berro;Salamanca
2015;Anual;38.26;43;4;Fuente del Berro;Salamanca
2016;Anual;38.06;43;4;Fuente del Berro;Salamanca
2017;Anual;38.49;43;4;Fuente del Berro;Salamanca
2018;Anual;38.07;43;4;Fuente del Berro;Salamanca
2019;Anual;37.7;43;4;Fuente del Berro;Salamanca
2020;Anual;36.7;43;4;Fuente del Berro;Salamanca
2021;Anual;36.8;43;4;Fuente del Berro;Salamanca
2022;Anual;36.4;43;4;Fuente del Berro;Salamanca
2005;Anual;35.27;15;1;Universidad;Centro
2006;Anual;35.43;15;1;Universidad;Centro
2007;Anual;36.2;15;1;Universidad;Centro
2008;Anual;37.04;15;1;Universidad;Centro
2009;Anual;37.91;15;1;Universidad;Centro
2010;Anual;39.21;15;1;Universidad;Centro
2011;Anual;39.95;15;1;Universidad;Centro
2012;Anual;39.92;15;1;Universidad;Centro
2013;Anual;39.87;15;1;Universidad;Centro
2014;Anual;38.67;15;1;Universidad;Centro
2015;Anual;38.43;15;1;Universidad;Centro
2016;Anual;37.98;15;1;Universidad;Centro
2017;Anual;37.19;15;1;Universidad;Centro
2018;Anual;35.99;15;1;Universidad;Centro
2019;Anual;35.1;15;1;Universidad;Centro
2020;Anual;33.5;15;1;Universidad;Centro
2021;Anual;32.8;15;1;Universidad;Centro
2022;Anual;32.3;15;1;Universidad;Centro
2005;Anual;39.19;41;4;Recoletos;Salamanca
2006;Anual;38.36;41;4;Recoletos;Salamanca
2007;Anual;38.73;41;4;Recoletos;Salamanca
2008;Anual;38.87;41;4;Recoletos;Salamanca
2009;Anual;38.72;41;4;Recoletos;Salamanca
2010;Anual;38.2;41;4;Recoletos;Salamanca
2011;Anual;37.23;41;4;Recoletos;Salamanca
2012;Anual;36.88;41;4;Recoletos;Salamanca
2013;Anual;36.83;41;4;Recoletos;Salamanca
2014;Anual;35.97;41;4;Recoletos;Salamanca
2015;Anual;35.51;41;4;Recoletos;Salamanca
2016;Anual;34.26;41;4;Recoletos;Salamanca
2017;Anual;33.89;41;4;Recoletos;Salamanca
2018;Anual;33.5;41;4;Recoletos;Salamanca
2019;Anual;33.5;41;4;Recoletos;Salamanca
2020;Anual;32.9;41;4;Recoletos;Salamanca
2021;Anual;32.8;41;4;Recoletos;Salamanca
2022;Anual;32.3;41;4;Recoletos;Salamanca
2005;Anual;32.87;14;1;Justicia;Centro
2006;Anual;33.18;14;1;Justicia;Centro
2007;Anual;33.95;14;1;Justicia;Centro
2008;Anual;34.32;14;1;Justicia;Centro
2009;Anual;34.96;14;1;Justicia;Centro
2010;Anual;35.17;14;1;Justicia;Centro
2011;Anual;35.42;14;1;Justicia;Centro
2012;Anual;36.14;14;1;Justicia;Centro
2013;Anual;35.99;14;1;Justicia;Centro
2014;Anual;36.58;14;1;Justicia;Centro
2015;Anual;37.44;14;1;Justicia;Centro
2016;Anual;36.75;14;1;Justicia;Centro
2017;Anual;36.17;14;1;Justicia;Centro
2018;Anual;35.84;14;1;Justicia;Centro
2019;Anual;34.7;14;1;Justicia;Centro
2020;Anual;32.9;14;1;Justicia;Centro
2021;Anual;33.6;14;1;Justicia;Centro
2022;Anual;32.8;14;1;Justicia;Centro
2005;Anual;22.21;203;20;Amposta;San Blas - Canillejas
2006;Anual;24.51;203;20;Amposta;San Blas - Canillejas
2007;Anual;27.22;203;20;Amposta;San Blas - Canillejas
2008;Anual;29.13;203;20;Amposta;San Blas - Canillejas
2009;Anual;32.76;203;20;Amposta;San Blas - Canillejas
2010;Anual;35.82;203;20;Amposta;San Blas - Canillejas
2011;Anual;38.37;203;20;Amposta;San Blas - Canillejas
2012;Anual;41.53;203;20;Amposta;San Blas - Canillejas
2013;Anual;44.57;203;20;Amposta;San Blas - Canillejas
2014;Anual;45.96;203;20;Amposta;San Blas - Canillejas
2015;Anual;49.12;203;20;Amposta;San Blas - Canillejas
2016;Anual;50.62;203;20;Amposta;San Blas - Canillejas
2017;Anual;52.76;203;20;Amposta;San Blas - Canillejas
2018;Anual;53.44;203;20;Amposta;San Blas - Canillejas
2019;Anual;53.2;203;20;Amposta;San Blas - Canillejas
2020;Anual;51.8;203;20;Amposta;San Blas - Canillejas
2021;Anual;50.0;203;20;Amposta;San Blas - Canillejas
2022;Anual;46.5;203;20;Amposta;San Blas - Canillejas
2005;Anual;36.04;42;4;Goya;Salamanca
2006;Anual;36.47;42;4;Goya;Salamanca
2007;Anual;37.29;42;4;Goya;Salamanca
2008;Anual;36.57;42;4;Goya;Salamanca
2009;Anual;36.86;42;4;Goya;Salamanca
2010;Anual;36.95;42;4;Goya;Salamanca
2011;Anual;37.96;42;4;Goya;Salamanca
2012;Anual;37.91;42;4;Goya;Salamanca
2013;Anual;37.95;42;4;Goya;Salamanca
2014;Anual;37.84;42;4;Goya;Salamanca
2015;Anual;37.48;42;4;Goya;Salamanca
2016;Anual;36.96;42;4;Goya;Salamanca
2017;Anual;36.85;42;4;Goya;Salamanca
2018;Anual;36.33;42;4;Goya;Salamanca
2019;Anual;35.5;42;4;Goya;Salamanca
2020;Anual;34.1;42;4;Goya;Salamanca
2021;Anual;34.1;42;4;Goya;Salamanca
2022;Anual;33.5;42;4;Goya;Salamanca
2005;Anual;21.45;204;20;Arcos;San Blas - Canillejas
2006;Anual;22.42;204;20;Arcos;San Blas - Canillejas
2007;Anual;24.59;204;20;Arcos;San Blas - Canillejas
2008;Anual;26.23;204;20;Arcos;San Blas - Canillejas
2009;Anual;28.69;204;20;Arcos;San Blas - Canillejas
2010;Anual;30.82;204;20;Arcos;San Blas - Canillejas
2011;Anual;33.2;204;20;Arcos;San Blas - Canillejas
2012;Anual;35.01;204;20;Arcos;San Blas - Canillejas
2013;Anual;36.84;204;20;Arcos;San Blas - Canillejas
2014;Anual;39.37;204;20;Arcos;San Blas - Canillejas
2015;Anual;39.77;204;20;Arcos;San Blas - Canillejas
2016;Anual;42.56;204;20;Arcos;San Blas - Canillejas
2017;Anual;44.71;204;20;Arcos;San Blas - Canillejas
2018;Anual;45.28;204;20;Arcos;San Blas - Canillejas
2019;Anual;45.2;204;20;Arcos;San Blas - Canillejas
2020;Anual;43.8;204;20;Arcos;San Blas - Canillejas
2021;Anual;42.7;204;20;Arcos;San Blas - Canillejas
2022;Anual;41.5;204;20;Arcos;San Blas - Canillejas
2005;Anual;34.3;11;1;Palacio;Centro
2006;Anual;35.02;11;1;Palacio;Centro
2007;Anual;35.84;11;1;Palacio;Centro
2008;Anual;36.2;11;1;Palacio;Centro
2009;Anual;36.48;11;1;Palacio;Centro
2010;Anual;36.98;11;1;Palacio;Centro
2011;Anual;37.69;11;1;Palacio;Centro
2012;Anual;37.64;11;1;Palacio;Centro
2013;Anual;37.77;11;1;Palacio;Centro
2014;Anual;37.47;11;1;Palacio;Centro
2015;Anual;37.06;11;1;Palacio;Centro
2016;Anual;35.47;11;1;Palacio;Centro
2017;Anual;35.34;11;1;Palacio;Centro
2018;Anual;34.05;11;1;Palacio;Centro
2019;Anual;32.9;11;1;Palacio;Centro
2020;Anual;31.9;11;1;Palacio;Centro
2021;Anual;31.3;11;1;Palacio;Centro
2022;Anual;31.0;11;1;Palacio;Centro
2005;Anual;39.43;34;3;Ibiza;Retiro
2006;Anual;39.51;34;3;Ibiza;Retiro
2007;Anual;40.05;34;3;Ibiza;Retiro
2008;Anual;40.59;34;3;Ibiza;Retiro
2009;Anual;40.42;34;3;Ibiza;Retiro
2010;Anual;40.57;34;3;Ibiza;Retiro
2011;Anual;40.85;34;3;Ibiza;Retiro
2012;Anual;41.05;34;3;Ibiza;Retiro
2013;Anual;40.82;34;3;Ibiza;Retiro
2014;Anual;41.19;34;3;Ibiza;Retiro
2015;Anual;41.51;34;3;Ibiza;Retiro
2016;Anual;41.11;34;3;Ibiza;Retiro
2017;Anual;40.35;34;3;Ibiza;Retiro
2018;Anual;39.09;34;3;Ibiza;Retiro
2019;Anual;38.0;34;3;Ibiza;Retiro
2020;Anual;36.5;34;3;Ibiza;Retiro
2021;Anual;35.7;34;3;Ibiza;Retiro
2022;Anual;35.1;34;3;Ibiza;Retiro
2005;Anual;28.28;35;3;Los Jerónimos;Retiro
2006;Anual;28.99;35;3;Los Jerónimos;Retiro
2007;Anual;30.01;35;3;Los Jerónimos;Retiro
2008;Anual;31.38;35;3;Los Jerónimos;Retiro
2009;Anual;32.09;35;3;Los Jerónimos;Retiro
2010;Anual;32.5;35;3;Los Jerónimos;Retiro
2011;Anual;33.45;35;3;Los Jerónimos;Retiro
2012;Anual;34.45;35;3;Los Jerónimos;Retiro
2013;Anual;35.01;35;3;Los Jerónimos;Retiro
2014;Anual;35.59;35;3;Los Jerónimos;Retiro
2015;Anual;35.99;35;3;Los Jerónimos;Retiro
2016;Anual;38.21;35;3;Los Jerónimos;Retiro
2017;Anual;39.79;35;3;Los Jerónimos;Retiro
2018;Anual;39.06;35;3;Los Jerónimos;Retiro
2019;Anual;38.9;35;3;Los Jerónimos;Retiro
2020;Anual;38.8;35;3;Los Jerónimos;Retiro
2021;Anual;39.4;35;3;Los Jerónimos;Retiro
2022;Anual;39.0;35;3;Los Jerónimos;Retiro
2005;Anual;24.4;33;3;Estrella;Retiro
2006;Anual;24.56;33;3;Estrella;Retiro
2007;Anual;25.78;33;3;Estrella;Retiro
2008;Anual;26.41;33;3;Estrella;Retiro
2009;Anual;27.03;33;3;Estrella;Retiro
2010;Anual;27.77;33;3;Estrella;Retiro
2011;Anual;28.03;33;3;Estrella;Retiro
2012;Anual;28.62;33;3;Estrella;Retiro
2013;Anual;28.38;33;3;Estrella;Retiro
2014;Anual;28.64;33;3;Estrella;Retiro
2015;Anual;28.98;33;3;Estrella;Retiro
2016;Anual;29.11;33;3;Estrella;Retiro
2017;Anual;29.89;33;3;Estrella;Retiro
2018;Anual;30.16;33;3;Estrella;Retiro
2019;Anual;30.8;33;3;Estrella;Retiro
2020;Anual;30.7;33;3;Estrella;Retiro
2021;Anual;32.2;33;3;Estrella;Retiro
2022;Anual;32.9;33;3;Estrella;Retiro
2005;Anual;32.69;16;1;Sol;Centro
2006;Anual;31.74;16;1;Sol;Centro
2007;Anual;31.88;16;1;Sol;Centro
2008;Anual;32.73;16;1;Sol;Centro
2009;Anual;34.2;16;1;Sol;Centro
2010;Anual;33.73;16;1;Sol;Centro
2011;Anual;32.97;16;1;Sol;Centro
2012;Anual;34.18;16;1;Sol;Centro
2013;Anual;33.96;16;1;Sol;Centro
2014;Anual;34.58;16;1;Sol;Centro
2015;Anual;34.54;16;1;Sol;Centro
2016;Anual;33.42;16;1;Sol;Centro
2017;Anual;32.52;16;1;Sol;Centro
2018;Anual;31.88;16;1;Sol;Centro
2019;Anual;31.6;16;1;Sol;Centro
2020;Anual;29.0;16;1;Sol;Centro
2021;Anual;28.5;16;1;Sol;Centro
2022;Anual;27.4;16;1;Sol;Centro
2005;Anual;33.61;13;1;Cortes;Centro
2006;Anual;33.85;13;1;Cortes;Centro
2007;Anual;34.83;13;1;Cortes;Centro
2008;Anual;35.08;13;1;Cortes;Centro
2009;Anual;36.02;13;1;Cortes;Centro
2010;Anual;36.17;13;1;Cortes;Centro
2011;Anual;36.59;13;1;Cortes;Centro
2012;Anual;36.62;13;1;Cortes;Centro
2013;Anual;34.83;13;1;Cortes;Centro
2014;Anual;35.24;13;1;Cortes;Centro
2015;Anual;35.14;13;1;Cortes;Centro
2016;Anual;35.37;13;1;Cortes;Centro
2017;Anual;35.48;13;1;Cortes;Centro
2018;Anual;34.1;13;1;Cortes;Centro
2019;Anual;32.7;13;1;Cortes;Centro
2020;Anual;31.4;13;1;Cortes;Centro
2021;Anual;30.2;13;1;Cortes;Centro
2022;Anual;29.6;13;1;Cortes;Centro
2005;Anual;21.16;144;14;Media Legua;Moratalaz
2006;Anual;21.52;144;14;Media Legua;Moratalaz
2007;Anual;23.08;144;14;Media Legua;Moratalaz
2008;Anual;23.84;144;14;Media Legua;Moratalaz
2009;Anual;24.61;144;14;Media Legua;Moratalaz
2010;Anual;25.78;144;14;Media Legua;Moratalaz
2011;Anual;27.23;144;14;Media Legua;Moratalaz
2012;Anual;28.98;144;14;Media Legua;Moratalaz
2013;Anual;30.78;144;14;Media Legua;Moratalaz
2014;Anual;32.46;144;14;Media Legua;Moratalaz
2015;Anual;33.57;144;14;Media Legua;Moratalaz
2016;Anual;34.27;144;14;Media Legua;Moratalaz
2017;Anual;34.83;144;14;Media Legua;Moratalaz
2018;Anual;35.77;144;14;Media Legua;Moratalaz
2019;Anual;35.7;144;14;Media Legua;Moratalaz
2020;Anual;34.8;144;14;Media Legua;Moratalaz
