Anio;Periodo;DatoRentaMedia;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2015;Anual;22055.0909948959;131;13;Entrevías;Puente de Vallecas
2016;Anual;22508.0;131;13;Entrevías;Puente de Vallecas
2017;Anual;23086.0;131;13;Entrevías;Puente de Vallecas
2018;Anual;24124.0;131;13;Entrevías;Puente de Vallecas
2019;Anual;25653.0;131;13;Entrevías;Puente de Vallecas
2020;Anual;25324.0;131;13;Entrevías;Puente de Vallecas
2013;Anual;26875.7557331186;114;11;Vista Alegre;Carabanchel
2014;Anual;27013.2347589786;114;11;Vista Alegre;Carabanchel
2015;Anual;27788.2132821128;114;11;Vista Alegre;Carabanchel
2016;Anual;28178.0;114;11;Vista Alegre;Carabanchel
2017;Anual;28333.0;114;11;Vista Alegre;Carabanchel
2018;Anual;29307.0;114;11;Vista Alegre;Carabanchel
2019;Anual;30583.0;114;11;Vista Alegre;Carabanchel
2020;Anual;30153.0;114;11;Vista Alegre;Carabanchel
2013;Anual;35152.0173086618;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;35175.6865751858;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;36426.5820036597;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;36865.0;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;37373.0;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;38641.0;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;39757.0;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;39914.0;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;24290.8396102831;124;12;Almendrales;Usera
2014;Anual;24167.0342135445;124;12;Almendrales;Usera
2015;Anual;25506.2488443106;124;12;Almendrales;Usera
2016;Anual;25887.0;124;12;Almendrales;Usera
2017;Anual;26470.0;124;12;Almendrales;Usera
2018;Anual;27823.0;124;12;Almendrales;Usera
2019;Anual;29488.0;124;12;Almendrales;Usera
2020;Anual;29898.0;124;12;Almendrales;Usera
2013;Anual;24636.6814555009;115;11;Puerta Bonita;Carabanchel
2014;Anual;24383.8135213148;115;11;Puerta Bonita;Carabanchel
2015;Anual;25725.1872554806;115;11;Puerta Bonita;Carabanchel
2016;Anual;26012.0;115;11;Puerta Bonita;Carabanchel
2017;Anual;26363.0;115;11;Puerta Bonita;Carabanchel
2018;Anual;27425.0;115;11;Puerta Bonita;Carabanchel
2019;Anual;28568.0;115;11;Puerta Bonita;Carabanchel
2020;Anual;28320.0;115;11;Puerta Bonita;Carabanchel
2013;Anual;27438.806196786;117;11;Abrantes;Carabanchel
2014;Anual;26840.5427329657;117;11;Abrantes;Carabanchel
2015;Anual;27997.6117863216;117;11;Abrantes;Carabanchel
2016;Anual;28661.0;117;11;Abrantes;Carabanchel
2017;Anual;28797.0;117;11;Abrantes;Carabanchel
2018;Anual;30009.0;117;11;Abrantes;Carabanchel
2019;Anual;31386.0;117;11;Abrantes;Carabanchel
2020;Anual;30910.0;117;11;Abrantes;Carabanchel
2013;Anual;21814.3179381983;127;12;Pradolongo;Usera
2014;Anual;21749.9074192422;127;12;Pradolongo;Usera
2015;Anual;23173.8699772727;127;12;Pradolongo;Usera
2016;Anual;23479.0;127;12;Pradolongo;Usera
2017;Anual;23959.0;127;12;Pradolongo;Usera
2018;Anual;24711.0;127;12;Pradolongo;Usera
2019;Anual;25724.0;127;12;Pradolongo;Usera
2020;Anual;24874.0;127;12;Pradolongo;Usera
2013;Anual;24556.0532805995;126;12;Zofío;Usera
2014;Anual;24303.3990715026;126;12;Zofío;Usera
2015;Anual;25498.3842078898;126;12;Zofío;Usera
2016;Anual;25753.0;126;12;Zofío;Usera
2017;Anual;26501.0;126;12;Zofío;Usera
2018;Anual;27572.0;126;12;Zofío;Usera
2019;Anual;28747.0;126;12;Zofío;Usera
2020;Anual;28223.0;126;12;Zofío;Usera
2013;Anual;23197.5568721109;122;12;Orcasur;Usera
2014;Anual;23155.196623717;122;12;Orcasur;Usera
2015;Anual;24995.8694500883;122;12;Orcasur;Usera
2016;Anual;25065.0;122;12;Orcasur;Usera
2017;Anual;25933.0;122;12;Orcasur;Usera
2018;Anual;27367.0;122;12;Orcasur;Usera
2019;Anual;28732.0;122;12;Orcasur;Usera
2020;Anual;28518.0;122;12;Orcasur;Usera
2013;Anual;26874.2289686859;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;26951.1107499323;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;28357.1952380006;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;24526.0;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;25118.0;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;26309.0;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;27620.0;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;27339.0;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;24201.506311662;123;12;San Fermín;Usera
2014;Anual;24195.7489579663;123;12;San Fermín;Usera
2015;Anual;25440.2477533762;123;12;San Fermín;Usera
2016;Anual;26143.0;123;12;San Fermín;Usera
2017;Anual;26284.0;123;12;San Fermín;Usera
2018;Anual;27478.0;123;12;San Fermín;Usera
2019;Anual;28897.0;123;12;San Fermín;Usera
2020;Anual;28655.0;123;12;San Fermín;Usera
2013;Anual;35053.3056701632;106;10;Cuatro Vientos;Latina
2014;Anual;35486.1350252101;106;10;Cuatro Vientos;Latina
2015;Anual;35197.13451;106;10;Cuatro Vientos;Latina
2016;Anual;35492.0;106;10;Cuatro Vientos;Latina
2017;Anual;36806.0;106;10;Cuatro Vientos;Latina
2018;Anual;37421.0;106;10;Cuatro Vientos;Latina
2019;Anual;39183.0;106;10;Cuatro Vientos;Latina
2020;Anual;38972.0;106;10;Cuatro Vientos;Latina
2013;Anual;29610.6700498598;116;11;Buenavista;Carabanchel
2014;Anual;29879.3477260547;116;11;Buenavista;Carabanchel
2015;Anual;31280.5620099041;116;11;Buenavista;Carabanchel
2016;Anual;31741.0;116;11;Buenavista;Carabanchel
2017;Anual;32278.0;116;11;Buenavista;Carabanchel
2018;Anual;33558.0;116;11;Buenavista;Carabanchel
2019;Anual;35083.0;116;11;Buenavista;Carabanchel
2020;Anual;35003.0;116;11;Buenavista;Carabanchel
2013;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2014;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2015;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2016;Anual;33053.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2017;Anual;33626.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;35065.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;36543.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;36616.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2013;Anual;25968.5679783784;121;12;Orcasitas;Usera
2014;Anual;25885.7725176583;121;12;Orcasitas;Usera
2015;Anual;26857.9425527045;121;12;Orcasitas;Usera
2016;Anual;27579.0;121;12;Orcasitas;Usera
2017;Anual;28256.0;121;12;Orcasitas;Usera
2018;Anual;29430.0;121;12;Orcasitas;Usera
2019;Anual;31026.0;121;12;Orcasitas;Usera
2020;Anual;30835.0;121;12;Orcasitas;Usera
2013;Anual;23657.7578136247;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;23505.2318419876;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;24884.4147377196;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;25131.0;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;25622.0;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;26701.0;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;28196.0;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;27992.0;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;27157.8310246768;174;17;Los Rosales;Villaverde
2014;Anual;27222.893699648;174;17;Los Rosales;Villaverde
2015;Anual;28416.0524909634;174;17;Los Rosales;Villaverde
2016;Anual;28679.0;174;17;Los Rosales;Villaverde
2017;Anual;29137.0;174;17;Los Rosales;Villaverde
2018;Anual;30320.0;174;17;Los Rosales;Villaverde
2019;Anual;31616.0;174;17;Los Rosales;Villaverde
2020;Anual;31264.0;174;17;Los Rosales;Villaverde
2013;Anual;27544.1952257954;175;17;Ángeles;Villaverde
2014;Anual;27746.3846371243;175;17;Ángeles;Villaverde
2015;Anual;28062.4299562607;175;17;Ángeles;Villaverde
2016;Anual;28413.0;175;17;Ángeles;Villaverde
2017;Anual;29050.0;175;17;Ángeles;Villaverde
2018;Anual;29952.0;175;17;Ángeles;Villaverde
2019;Anual;31379.0;175;17;Ángeles;Villaverde
2020;Anual;30947.0;175;17;Ángeles;Villaverde
2013;Anual;27423.2047349754;173;17;Butarque;Villaverde
2014;Anual;28093.2416567737;173;17;Butarque;Villaverde
2015;Anual;30153.304534441;173;17;Butarque;Villaverde
2016;Anual;30469.0;173;17;Butarque;Villaverde
2017;Anual;30538.0;173;17;Butarque;Villaverde
2018;Anual;31437.0;173;17;Butarque;Villaverde
2019;Anual;33022.0;173;17;Butarque;Villaverde
2020;Anual;33059.0;173;17;Butarque;Villaverde
2013;Anual;18121.612327044;172;17;San Cristóbal;Villaverde
2014;Anual;17786.1389935196;172;17;San Cristóbal;Villaverde
2015;Anual;19587.0949040644;172;17;San Cristóbal;Villaverde
2016;Anual;19859.0;172;17;San Cristóbal;Villaverde
2017;Anual;20365.0;172;17;San Cristóbal;Villaverde
2018;Anual;21071.0;172;17;San Cristóbal;Villaverde
2019;Anual;22675.0;172;17;San Cristóbal;Villaverde
2020;Anual;22430.0;172;17;San Cristóbal;Villaverde
