Anio;Periodo;DatoPoblacionMayor65;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2007;Anual;24.79;154;15;La Concepción;Ciudad Lineal
2008;Anual;24.28;154;15;La Concepción;Ciudad Lineal
2009;Anual;24.08;154;15;La Concepción;Ciudad Lineal
2010;Anual;24.01;154;15;La Concepción;Ciudad Lineal
2011;Anual;24.27;154;15;La Concepción;Ciudad Lineal
2012;Anual;24.46;154;15;La Concepción;Ciudad Lineal
2013;Anual;24.57;154;15;La Concepción;Ciudad Lineal
2014;Anual;24.85;154;15;La Concepción;Ciudad Lineal
2015;Anual;25.11;154;15;La Concepción;Ciudad Lineal
2016;Anual;24.73;154;15;La Concepción;Ciudad Lineal
2017;Anual;24.52;154;15;La Concepción;Ciudad Lineal
2018;Anual;24.22;154;15;La Concepción;Ciudad Lineal
2019;Anual;23.81;154;15;La Concepción;Ciudad Lineal
2020;Anual;23.75;154;15;La Concepción;Ciudad Lineal
2021;Anual;24.0;154;15;La Concepción;Ciudad Lineal
2022;Anual;24.24;154;15;La Concepción;Ciudad Lineal
2005;Anual;23.35;44;4;Guindalera;Salamanca
2006;Anual;23.37;44;4;Guindalera;Salamanca
2007;Anual;23.72;44;4;Guindalera;Salamanca
2008;Anual;23.7;44;4;Guindalera;Salamanca
2009;Anual;23.74;44;4;Guindalera;Salamanca
2010;Anual;24.03;44;4;Guindalera;Salamanca
2011;Anual;24.12;44;4;Guindalera;Salamanca
2012;Anual;24.28;44;4;Guindalera;Salamanca
2013;Anual;24.57;44;4;Guindalera;Salamanca
2014;Anual;25.05;44;4;Guindalera;Salamanca
2015;Anual;25.24;44;4;Guindalera;Salamanca
2016;Anual;25.12;44;4;Guindalera;Salamanca
2017;Anual;24.92;44;4;Guindalera;Salamanca
2018;Anual;24.67;44;4;Guindalera;Salamanca
2019;Anual;24.36;44;4;Guindalera;Salamanca
2020;Anual;23.92;44;4;Guindalera;Salamanca
2021;Anual;23.99;44;4;Guindalera;Salamanca
2022;Anual;23.97;44;4;Guindalera;Salamanca
2005;Anual;22.5;201;20;Simancas;San Blas - Canillejas
2006;Anual;21.41;201;20;Simancas;San Blas - Canillejas
2007;Anual;20.46;201;20;Simancas;San Blas - Canillejas
2008;Anual;19.83;201;20;Simancas;San Blas - Canillejas
2009;Anual;19.09;201;20;Simancas;San Blas - Canillejas
2010;Anual;18.64;201;20;Simancas;San Blas - Canillejas
2011;Anual;18.47;201;20;Simancas;San Blas - Canillejas
2012;Anual;18.39;201;20;Simancas;San Blas - Canillejas
2013;Anual;18.14;201;20;Simancas;San Blas - Canillejas
2014;Anual;18.11;201;20;Simancas;San Blas - Canillejas
2015;Anual;17.69;201;20;Simancas;San Blas - Canillejas
2016;Anual;17.29;201;20;Simancas;San Blas - Canillejas
2017;Anual;17.0;201;20;Simancas;San Blas - Canillejas
2018;Anual;16.41;201;20;Simancas;San Blas - Canillejas
2019;Anual;15.92;201;20;Simancas;San Blas - Canillejas
2020;Anual;15.53;201;20;Simancas;San Blas - Canillejas
2021;Anual;15.5;201;20;Simancas;San Blas - Canillejas
2022;Anual;15.63;201;20;Simancas;San Blas - Canillejas
2005;Anual;24.87;153;15;Quintana;Ciudad Lineal
2006;Anual;24.55;153;15;Quintana;Ciudad Lineal
2007;Anual;24.64;153;15;Quintana;Ciudad Lineal
2008;Anual;24.09;153;15;Quintana;Ciudad Lineal
2009;Anual;23.62;153;15;Quintana;Ciudad Lineal
2010;Anual;23.41;153;15;Quintana;Ciudad Lineal
2011;Anual;23.28;153;15;Quintana;Ciudad Lineal
2012;Anual;22.98;153;15;Quintana;Ciudad Lineal
2013;Anual;23.21;153;15;Quintana;Ciudad Lineal
2014;Anual;23.78;153;15;Quintana;Ciudad Lineal
2015;Anual;23.55;153;15;Quintana;Ciudad Lineal
2016;Anual;23.29;153;15;Quintana;Ciudad Lineal
2017;Anual;23.01;153;15;Quintana;Ciudad Lineal
2018;Anual;22.59;153;15;Quintana;Ciudad Lineal
2019;Anual;22.19;153;15;Quintana;Ciudad Lineal
2020;Anual;21.67;153;15;Quintana;Ciudad Lineal
2021;Anual;21.57;153;15;Quintana;Ciudad Lineal
2022;Anual;21.76;153;15;Quintana;Ciudad Lineal
2005;Anual;23.78;71;7;Gaztambide;Chamberí
2006;Anual;23.66;71;7;Gaztambide;Chamberí
2007;Anual;24.27;71;7;Gaztambide;Chamberí
2008;Anual;24.0;71;7;Gaztambide;Chamberí
2009;Anual;23.78;71;7;Gaztambide;Chamberí
2010;Anual;23.87;71;7;Gaztambide;Chamberí
2011;Anual;24.23;71;7;Gaztambide;Chamberí
2012;Anual;24.49;71;7;Gaztambide;Chamberí
2013;Anual;24.59;71;7;Gaztambide;Chamberí
2014;Anual;25.27;71;7;Gaztambide;Chamberí
2015;Anual;25.56;71;7;Gaztambide;Chamberí
2016;Anual;25.42;71;7;Gaztambide;Chamberí
2017;Anual;25.67;71;7;Gaztambide;Chamberí
2018;Anual;25.73;71;7;Gaztambide;Chamberí
2019;Anual;25.6;71;7;Gaztambide;Chamberí
2020;Anual;25.22;71;7;Gaztambide;Chamberí
2021;Anual;25.5;71;7;Gaztambide;Chamberí
2022;Anual;25.64;71;7;Gaztambide;Chamberí
2005;Anual;22.83;72;7;Arapiles;Chamberí
2006;Anual;22.73;72;7;Arapiles;Chamberí
2007;Anual;23.19;72;7;Arapiles;Chamberí
2008;Anual;22.88;72;7;Arapiles;Chamberí
2009;Anual;22.76;72;7;Arapiles;Chamberí
2010;Anual;23.04;72;7;Arapiles;Chamberí
2011;Anual;23.08;72;7;Arapiles;Chamberí
2012;Anual;23.36;72;7;Arapiles;Chamberí
2013;Anual;23.4;72;7;Arapiles;Chamberí
2014;Anual;23.88;72;7;Arapiles;Chamberí
2015;Anual;24.28;72;7;Arapiles;Chamberí
2016;Anual;24.26;72;7;Arapiles;Chamberí
2017;Anual;24.19;72;7;Arapiles;Chamberí
2018;Anual;24.04;72;7;Arapiles;Chamberí
2019;Anual;24.09;72;7;Arapiles;Chamberí
2020;Anual;23.83;72;7;Arapiles;Chamberí
2021;Anual;24.01;72;7;Arapiles;Chamberí
2022;Anual;24.29;72;7;Arapiles;Chamberí
2005;Anual;20.66;73;7;Trafalgar;Chamberí
2006;Anual;20.5;73;7;Trafalgar;Chamberí
2007;Anual;20.65;73;7;Trafalgar;Chamberí
2008;Anual;20.29;73;7;Trafalgar;Chamberí
2009;Anual;20.15;73;7;Trafalgar;Chamberí
2010;Anual;20.39;73;7;Trafalgar;Chamberí
2011;Anual;20.66;73;7;Trafalgar;Chamberí
2012;Anual;20.96;73;7;Trafalgar;Chamberí
2013;Anual;20.74;73;7;Trafalgar;Chamberí
2014;Anual;21.17;73;7;Trafalgar;Chamberí
2015;Anual;21.52;73;7;Trafalgar;Chamberí
2016;Anual;21.32;73;7;Trafalgar;Chamberí
2017;Anual;21.07;73;7;Trafalgar;Chamberí
2018;Anual;21.18;73;7;Trafalgar;Chamberí
2019;Anual;21.23;73;7;Trafalgar;Chamberí
2020;Anual;21.16;73;7;Trafalgar;Chamberí
2021;Anual;21.4;73;7;Trafalgar;Chamberí
2022;Anual;21.54;73;7;Trafalgar;Chamberí
2005;Anual;21.63;74;7;Almagro;Chamberí
2006;Anual;21.62;74;7;Almagro;Chamberí
2007;Anual;21.94;74;7;Almagro;Chamberí
2008;Anual;22.09;74;7;Almagro;Chamberí
2009;Anual;22.25;74;7;Almagro;Chamberí
2010;Anual;22.32;74;7;Almagro;Chamberí
2011;Anual;22.53;74;7;Almagro;Chamberí
2012;Anual;23.16;74;7;Almagro;Chamberí
2013;Anual;23.42;74;7;Almagro;Chamberí
2014;Anual;23.68;74;7;Almagro;Chamberí
2015;Anual;23.88;74;7;Almagro;Chamberí
2016;Anual;23.74;74;7;Almagro;Chamberí
2017;Anual;23.82;74;7;Almagro;Chamberí
2018;Anual;23.96;74;7;Almagro;Chamberí
2019;Anual;23.89;74;7;Almagro;Chamberí
2020;Anual;23.86;74;7;Almagro;Chamberí
2021;Anual;24.19;74;7;Almagro;Chamberí
2022;Anual;24.42;74;7;Almagro;Chamberí
2005;Anual;20.97;46;4;Castellana;Salamanca
2006;Anual;20.96;46;4;Castellana;Salamanca
2007;Anual;21.15;46;4;Castellana;Salamanca
2008;Anual;21.09;46;4;Castellana;Salamanca
2009;Anual;21.25;46;4;Castellana;Salamanca
2010;Anual;21.69;46;4;Castellana;Salamanca
2011;Anual;22.01;46;4;Castellana;Salamanca
2012;Anual;22.16;46;4;Castellana;Salamanca
2013;Anual;22.16;46;4;Castellana;Salamanca
2014;Anual;22.65;46;4;Castellana;Salamanca
2015;Anual;22.91;46;4;Castellana;Salamanca
2016;Anual;22.83;46;4;Castellana;Salamanca
2017;Anual;22.73;46;4;Castellana;Salamanca
2018;Anual;23.03;46;4;Castellana;Salamanca
2019;Anual;23.15;46;4;Castellana;Salamanca
2020;Anual;23.21;46;4;Castellana;Salamanca
2021;Anual;23.2;46;4;Castellana;Salamanca
2022;Anual;23.49;46;4;Castellana;Salamanca
2005;Anual;19.64;152;15;Pueblo Nuevo;Ciudad Lineal
2006;Anual;19.88;152;15;Pueblo Nuevo;Ciudad Lineal
2007;Anual;19.9;152;15;Pueblo Nuevo;Ciudad Lineal
2008;Anual;19.57;152;15;Pueblo Nuevo;Ciudad Lineal
2009;Anual;19.62;152;15;Pueblo Nuevo;Ciudad Lineal
2010;Anual;19.92;152;15;Pueblo Nuevo;Ciudad Lineal
2011;Anual;20.41;152;15;Pueblo Nuevo;Ciudad Lineal
2012;Anual;20.98;152;15;Pueblo Nuevo;Ciudad Lineal
2013;Anual;21.41;152;15;Pueblo Nuevo;Ciudad Lineal
2014;Anual;21.95;152;15;Pueblo Nuevo;Ciudad Lineal
2015;Anual;22.28;152;15;Pueblo Nuevo;Ciudad Lineal
2016;Anual;22.26;152;15;Pueblo Nuevo;Ciudad Lineal
2017;Anual;22.2;152;15;Pueblo Nuevo;Ciudad Lineal
2018;Anual;22.09;152;15;Pueblo Nuevo;Ciudad Lineal
2019;Anual;21.78;152;15;Pueblo Nuevo;Ciudad Lineal
2020;Anual;21.52;152;15;Pueblo Nuevo;Ciudad Lineal
2021;Anual;21.53;152;15;Pueblo Nuevo;Ciudad Lineal
2022;Anual;21.83;152;15;Pueblo Nuevo;Ciudad Lineal
2005;Anual;22.08;45;4;Lista;Salamanca
2006;Anual;22.22;45;4;Lista;Salamanca
2007;Anual;22.64;45;4;Lista;Salamanca
2008;Anual;22.73;45;4;Lista;Salamanca
2009;Anual;22.56;45;4;Lista;Salamanca
2010;Anual;22.59;45;4;Lista;Salamanca
2011;Anual;22.59;45;4;Lista;Salamanca
2012;Anual;22.98;45;4;Lista;Salamanca
2013;Anual;23.21;45;4;Lista;Salamanca
2014;Anual;23.84;45;4;Lista;Salamanca
2015;Anual;24.16;45;4;Lista;Salamanca
2016;Anual;23.9;45;4;Lista;Salamanca
2017;Anual;23.9;45;4;Lista;Salamanca
2018;Anual;23.96;45;4;Lista;Salamanca
2019;Anual;23.91;45;4;Lista;Salamanca
2020;Anual;23.69;45;4;Lista;Salamanca
2021;Anual;23.81;45;4;Lista;Salamanca
2022;Anual;24.12;45;4;Lista;Salamanca
2005;Anual;23.57;92;9;Argüelles;Moncloa - Aravaca
2006;Anual;23.4;92;9;Argüelles;Moncloa - Aravaca
2007;Anual;23.71;92;9;Argüelles;Moncloa - Aravaca
2008;Anual;24.02;92;9;Argüelles;Moncloa - Aravaca
2009;Anual;23.85;92;9;Argüelles;Moncloa - Aravaca
2010;Anual;24.04;92;9;Argüelles;Moncloa - Aravaca
2011;Anual;24.22;92;9;Argüelles;Moncloa - Aravaca
2012;Anual;24.57;92;9;Argüelles;Moncloa - Aravaca
2013;Anual;24.42;92;9;Argüelles;Moncloa - Aravaca
2014;Anual;24.77;92;9;Argüelles;Moncloa - Aravaca
2015;Anual;25.08;92;9;Argüelles;Moncloa - Aravaca
2016;Anual;24.96;92;9;Argüelles;Moncloa - Aravaca
2017;Anual;24.97;92;9;Argüelles;Moncloa - Aravaca
2018;Anual;25.2;92;9;Argüelles;Moncloa - Aravaca
2019;Anual;25.03;92;9;Argüelles;Moncloa - Aravaca
2020;Anual;24.7;92;9;Argüelles;Moncloa - Aravaca
2021;Anual;24.64;92;9;Argüelles;Moncloa - Aravaca
2022;Anual;24.61;92;9;Argüelles;Moncloa - Aravaca
2005;Anual;34.67;202;20;Hellín;San Blas - Canillejas
2006;Anual;33.98;202;20;Hellín;San Blas - Canillejas
2007;Anual;32.86;202;20;Hellín;San Blas - Canillejas
2008;Anual;31.56;202;20;Hellín;San Blas - Canillejas
2009;Anual;30.82;202;20;Hellín;San Blas - Canillejas
2010;Anual;30.39;202;20;Hellín;San Blas - Canillejas
2011;Anual;30.27;202;20;Hellín;San Blas - Canillejas
2012;Anual;29.74;202;20;Hellín;San Blas - Canillejas
2013;Anual;29.19;202;20;Hellín;San Blas - Canillejas
2014;Anual;29.3;202;20;Hellín;San Blas - Canillejas
2015;Anual;28.25;202;20;Hellín;San Blas - Canillejas
2016;Anual;27.0;202;20;Hellín;San Blas - Canillejas
2017;Anual;26.08;202;20;Hellín;San Blas - Canillejas
2018;Anual;25.19;202;20;Hellín;San Blas - Canillejas
2019;Anual;23.68;202;20;Hellín;San Blas - Canillejas
2020;Anual;22.56;202;20;Hellín;San Blas - Canillejas
2021;Anual;21.23;202;20;Hellín;San Blas - Canillejas
2022;Anual;20.66;202;20;Hellín;San Blas - Canillejas
2005;Anual;23.39;151;15;Ventas;Ciudad Lineal
2006;Anual;23.75;151;15;Ventas;Ciudad Lineal
2007;Anual;24.07;151;15;Ventas;Ciudad Lineal
2008;Anual;23.78;151;15;Ventas;Ciudad Lineal
2009;Anual;23.66;151;15;Ventas;Ciudad Lineal
2010;Anual;23.8;151;15;Ventas;Ciudad Lineal
2011;Anual;24.06;151;15;Ventas;Ciudad Lineal
2012;Anual;24.32;151;15;Ventas;Ciudad Lineal
2013;Anual;24.66;151;15;Ventas;Ciudad Lineal
2014;Anual;25.07;151;15;Ventas;Ciudad Lineal
2015;Anual;25.28;151;15;Ventas;Ciudad Lineal
2016;Anual;24.9;151;15;Ventas;Ciudad Lineal
2017;Anual;24.76;151;15;Ventas;Ciudad Lineal
2018;Anual;24.21;151;15;Ventas;Ciudad Lineal
2019;Anual;23.68;151;15;Ventas;Ciudad Lineal
2020;Anual;23.24;151;15;Ventas;Ciudad Lineal
2021;Anual;23.0;151;15;Ventas;Ciudad Lineal
2022;Anual;23.02;151;15;Ventas;Ciudad Lineal
2005;Anual;21.51;43;4;Fuente del Berro;Salamanca
2006;Anual;21.86;43;4;Fuente del Berro;Salamanca
2007;Anual;22.22;43;4;Fuente del Berro;Salamanca
2008;Anual;22.11;43;4;Fuente del Berro;Salamanca
2009;Anual;22.32;43;4;Fuente del Berro;Salamanca
2010;Anual;22.32;43;4;Fuente del Berro;Salamanca
2011;Anual;22.46;43;4;Fuente del Berro;Salamanca
2012;Anual;22.86;43;4;Fuente del Berro;Salamanca
2013;Anual;23.11;43;4;Fuente del Berro;Salamanca
2014;Anual;23.68;43;4;Fuente del Berro;Salamanca
2015;Anual;24.15;43;4;Fuente del Berro;Salamanca
2016;Anual;24.37;43;4;Fuente del Berro;Salamanca
2017;Anual;24.77;43;4;Fuente del Berro;Salamanca
2018;Anual;24.63;43;4;Fuente del Berro;Salamanca
2019;Anual;24.36;43;4;Fuente del Berro;Salamanca
2020;Anual;24.29;43;4;Fuente del Berro;Salamanca
2021;Anual;24.31;43;4;Fuente del Berro;Salamanca
2022;Anual;24.71;43;4;Fuente del Berro;Salamanca
2005;Anual;17.31;15;1;Universidad;Centro
2006;Anual;16.94;15;1;Universidad;Centro
2007;Anual;17.15;15;1;Universidad;Centro
2008;Anual;16.68;15;1;Universidad;Centro
2009;Anual;16.35;15;1;Universidad;Centro
2010;Anual;16.14;15;1;Universidad;Centro
2011;Anual;16.0;15;1;Universidad;Centro
2012;Anual;16.2;15;1;Universidad;Centro
2013;Anual;16.14;15;1;Universidad;Centro
2014;Anual;16.55;15;1;Universidad;Centro
2015;Anual;16.91;15;1;Universidad;Centro
2016;Anual;16.76;15;1;Universidad;Centro
2017;Anual;16.74;15;1;Universidad;Centro
2018;Anual;16.52;15;1;Universidad;Centro
2019;Anual;16.29;15;1;Universidad;Centro
2020;Anual;15.61;15;1;Universidad;Centro
2021;Anual;15.66;15;1;Universidad;Centro
2022;Anual;15.87;15;1;Universidad;Centro
2005;Anual;20.13;41;4;Recoletos;Salamanca
2006;Anual;19.95;41;4;Recoletos;Salamanca
2007;Anual;20.2;41;4;Recoletos;Salamanca
2008;Anual;20.11;41;4;Recoletos;Salamanca
2009;Anual;20.18;41;4;Recoletos;Salamanca
2010;Anual;20.3;41;4;Recoletos;Salamanca
2011;Anual;20.66;41;4;Recoletos;Salamanca
2012;Anual;20.97;41;4;Recoletos;Salamanca
2013;Anual;21.33;41;4;Recoletos;Salamanca
2014;Anual;22.03;41;4;Recoletos;Salamanca
2015;Anual;22.45;41;4;Recoletos;Salamanca
2016;Anual;22.75;41;4;Recoletos;Salamanca
2017;Anual;22.63;41;4;Recoletos;Salamanca
2018;Anual;22.72;41;4;Recoletos;Salamanca
2019;Anual;22.98;41;4;Recoletos;Salamanca
2020;Anual;23.44;41;4;Recoletos;Salamanca
2021;Anual;23.19;41;4;Recoletos;Salamanca
2022;Anual;23.63;41;4;Recoletos;Salamanca
2005;Anual;17.28;14;1;Justicia;Centro
2006;Anual;17.35;14;1;Justicia;Centro
2007;Anual;17.49;14;1;Justicia;Centro
2008;Anual;17.18;14;1;Justicia;Centro
2009;Anual;16.81;14;1;Justicia;Centro
2010;Anual;16.48;14;1;Justicia;Centro
2011;Anual;16.41;14;1;Justicia;Centro
2012;Anual;16.51;14;1;Justicia;Centro
2013;Anual;16.48;14;1;Justicia;Centro
2014;Anual;17.07;14;1;Justicia;Centro
2015;Anual;16.87;14;1;Justicia;Centro
2016;Anual;16.64;14;1;Justicia;Centro
2017;Anual;16.56;14;1;Justicia;Centro
2018;Anual;16.4;14;1;Justicia;Centro
2019;Anual;16.08;14;1;Justicia;Centro
2020;Anual;15.69;14;1;Justicia;Centro
2021;Anual;15.47;14;1;Justicia;Centro
2022;Anual;15.49;14;1;Justicia;Centro
2005;Anual;29.33;203;20;Amposta;San Blas - Canillejas
2006;Anual;28.38;203;20;Amposta;San Blas - Canillejas
2007;Anual;27.28;203;20;Amposta;San Blas - Canillejas
2008;Anual;26.27;203;20;Amposta;San Blas - Canillejas
2009;Anual;25.56;203;20;Amposta;San Blas - Canillejas
2010;Anual;25.05;203;20;Amposta;San Blas - Canillejas
2011;Anual;25.11;203;20;Amposta;San Blas - Canillejas
2012;Anual;24.71;203;20;Amposta;San Blas - Canillejas
2013;Anual;24.54;203;20;Amposta;San Blas - Canillejas
2014;Anual;24.66;203;20;Amposta;San Blas - Canillejas
2015;Anual;23.83;203;20;Amposta;San Blas - Canillejas
2016;Anual;22.62;203;20;Amposta;San Blas - Canillejas
2017;Anual;21.85;203;20;Amposta;San Blas - Canillejas
2018;Anual;20.36;203;20;Amposta;San Blas - Canillejas
2019;Anual;19.37;203;20;Amposta;San Blas - Canillejas
2020;Anual;18.45;203;20;Amposta;San Blas - Canillejas
2021;Anual;17.82;203;20;Amposta;San Blas - Canillejas
2022;Anual;17.86;203;20;Amposta;San Blas - Canillejas
2005;Anual;22.45;42;4;Goya;Salamanca
2006;Anual;22.41;42;4;Goya;Salamanca
2007;Anual;22.66;42;4;Goya;Salamanca
2008;Anual;22.48;42;4;Goya;Salamanca
2009;Anual;22.49;42;4;Goya;Salamanca
2010;Anual;22.61;42;4;Goya;Salamanca
2011;Anual;22.7;42;4;Goya;Salamanca
2012;Anual;22.85;42;4;Goya;Salamanca
2013;Anual;22.94;42;4;Goya;Salamanca
2014;Anual;23.5;42;4;Goya;Salamanca
2015;Anual;23.68;42;4;Goya;Salamanca
2016;Anual;23.54;42;4;Goya;Salamanca
2017;Anual;23.6;42;4;Goya;Salamanca
2018;Anual;23.52;42;4;Goya;Salamanca
2019;Anual;23.79;42;4;Goya;Salamanca
2020;Anual;23.76;42;4;Goya;Salamanca
2021;Anual;23.82;42;4;Goya;Salamanca
2022;Anual;23.89;42;4;Goya;Salamanca
2005;Anual;20.61;204;20;Arcos;San Blas - Canillejas
2006;Anual;20.11;204;20;Arcos;San Blas - Canillejas
2007;Anual;19.62;204;20;Arcos;San Blas - Canillejas
2008;Anual;18.92;204;20;Arcos;San Blas - Canillejas
2009;Anual;18.77;204;20;Arcos;San Blas - Canillejas
2010;Anual;18.61;204;20;Arcos;San Blas - Canillejas
2011;Anual;18.68;204;20;Arcos;San Blas - Canillejas
2012;Anual;18.51;204;20;Arcos;San Blas - Canillejas
2013;Anual;18.5;204;20;Arcos;San Blas - Canillejas
2014;Anual;18.55;204;20;Arcos;San Blas - Canillejas
2015;Anual;18.66;204;20;Arcos;San Blas - Canillejas
2016;Anual;18.65;204;20;Arcos;San Blas - Canillejas
2017;Anual;18.5;204;20;Arcos;San Blas - Canillejas
2018;Anual;18.21;204;20;Arcos;San Blas - Canillejas
2019;Anual;18.05;204;20;Arcos;San Blas - Canillejas
2020;Anual;17.52;204;20;Arcos;San Blas - Canillejas
2021;Anual;17.0;204;20;Arcos;San Blas - Canillejas
2022;Anual;16.94;204;20;Arcos;San Blas - Canillejas
2005;Anual;19.15;11;1;Palacio;Centro
2006;Anual;18.87;11;1;Palacio;Centro
2007;Anual;18.94;11;1;Palacio;Centro
2008;Anual;18.43;11;1;Palacio;Centro
2009;Anual;18.42;11;1;Palacio;Centro
2010;Anual;18.41;11;1;Palacio;Centro
2011;Anual;18.35;11;1;Palacio;Centro
2012;Anual;18.43;11;1;Palacio;Centro
2013;Anual;18.47;11;1;Palacio;Centro
2014;Anual;18.82;11;1;Palacio;Centro
2015;Anual;18.92;11;1;Palacio;Centro
2016;Anual;18.71;11;1;Palacio;Centro
2017;Anual;18.78;11;1;Palacio;Centro
2018;Anual;18.92;11;1;Palacio;Centro
2019;Anual;18.85;11;1;Palacio;Centro
2020;Anual;18.76;11;1;Palacio;Centro
2021;Anual;18.79;11;1;Palacio;Centro
2022;Anual;19.11;11;1;Palacio;Centro
2005;Anual;23.85;34;3;Ibiza;Retiro
2006;Anual;23.71;34;3;Ibiza;Retiro
2007;Anual;23.54;34;3;Ibiza;Retiro
2008;Anual;23.51;34;3;Ibiza;Retiro
2009;Anual;23.5;34;3;Ibiza;Retiro
2010;Anual;23.86;34;3;Ibiza;Retiro
2011;Anual;23.89;34;3;Ibiza;Retiro
2012;Anual;24.14;34;3;Ibiza;Retiro
2013;Anual;24.23;34;3;Ibiza;Retiro
2014;Anual;24.64;34;3;Ibiza;Retiro
2015;Anual;24.85;34;3;Ibiza;Retiro
2016;Anual;24.79;34;3;Ibiza;Retiro
2017;Anual;24.89;34;3;Ibiza;Retiro
2018;Anual;24.9;34;3;Ibiza;Retiro
2019;Anual;24.86;34;3;Ibiza;Retiro
2020;Anual;24.68;34;3;Ibiza;Retiro
2021;Anual;24.91;34;3;Ibiza;Retiro
2022;Anual;25.08;34;3;Ibiza;Retiro
2005;Anual;24.54;35;3;Los Jerónimos;Retiro
2006;Anual;25.33;35;3;Los Jerónimos;Retiro
2007;Anual;25.81;35;3;Los Jerónimos;Retiro
2008;Anual;26.01;35;3;Los Jerónimos;Retiro
2009;Anual;26.29;35;3;Los Jerónimos;Retiro
2010;Anual;26.36;35;3;Los Jerónimos;Retiro
2011;Anual;26.68;35;3;Los Jerónimos;Retiro
2012;Anual;26.67;35;3;Los Jerónimos;Retiro
2013;Anual;26.57;35;3;Los Jerónimos;Retiro
2014;Anual;26.84;35;3;Los Jerónimos;Retiro
2015;Anual;27.02;35;3;Los Jerónimos;Retiro
2016;Anual;27.02;35;3;Los Jerónimos;Retiro
2017;Anual;26.8;35;3;Los Jerónimos;Retiro
2018;Anual;26.56;35;3;Los Jerónimos;Retiro
2019;Anual;26.35;35;3;Los Jerónimos;Retiro
2020;Anual;26.1;35;3;Los Jerónimos;Retiro
2021;Anual;25.91;35;3;Los Jerónimos;Retiro
2022;Anual;25.93;35;3;Los Jerónimos;Retiro
2005;Anual;19.46;33;3;Estrella;Retiro
2006;Anual;20.47;33;3;Estrella;Retiro
2007;Anual;21.15;33;3;Estrella;Retiro
2008;Anual;22.11;33;3;Estrella;Retiro
2009;Anual;22.97;33;3;Estrella;Retiro
2010;Anual;23.95;33;3;Estrella;Retiro
2011;Anual;25.04;33;3;Estrella;Retiro
2012;Anual;26.0;33;3;Estrella;Retiro
2013;Anual;26.97;33;3;Estrella;Retiro
2014;Anual;27.95;33;3;Estrella;Retiro
2015;Anual;28.93;33;3;Estrella;Retiro
2016;Anual;29.63;33;3;Estrella;Retiro
2017;Anual;30.0;33;3;Estrella;Retiro
2018;Anual;30.47;33;3;Estrella;Retiro
2019;Anual;30.68;33;3;Estrella;Retiro
2020;Anual;30.98;33;3;Estrella;Retiro
2021;Anual;31.05;33;3;Estrella;Retiro
2022;Anual;31.57;33;3;Estrella;Retiro
2005;Anual;15.44;16;1;Sol;Centro
2006;Anual;15.36;16;1;Sol;Centro
2007;Anual;15.99;16;1;Sol;Centro
2008;Anual;15.68;16;1;Sol;Centro
2009;Anual;15.23;16;1;Sol;Centro
2010;Anual;15.34;16;1;Sol;Centro
2011;Anual;15.54;16;1;Sol;Centro
2012;Anual;15.97;16;1;Sol;Centro
2013;Anual;15.73;16;1;Sol;Centro
2014;Anual;16.33;16;1;Sol;Centro
2015;Anual;16.55;16;1;Sol;Centro
2016;Anual;16.49;16;1;Sol;Centro
2017;Anual;16.84;16;1;Sol;Centro
2018;Anual;17.16;16;1;Sol;Centro
2019;Anual;17.05;16;1;Sol;Centro
2020;Anual;16.96;16;1;Sol;Centro
2021;Anual;16.19;16;1;Sol;Centro
2022;Anual;15.84;16;1;Sol;Centro
2005;Anual;17.68;13;1;Cortes;Centro
2006;Anual;17.17;13;1;Cortes;Centro
2007;Anual;17.72;13;1;Cortes;Centro
2008;Anual;17.34;13;1;Cortes;Centro
2009;Anual;16.83;13;1;Cortes;Centro
2010;Anual;16.49;13;1;Cortes;Centro
2011;Anual;16.55;13;1;Cortes;Centro
2012;Anual;16.57;13;1;Cortes;Centro
2013;Anual;16.53;13;1;Cortes;Centro
2014;Anual;16.72;13;1;Cortes;Centro
2015;Anual;17.11;13;1;Cortes;Centro
2016;Anual;16.66;13;1;Cortes;Centro
2017;Anual;16.85;13;1;Cortes;Centro
2018;Anual;16.87;13;1;Cortes;Centro
2019;Anual;16.96;13;1;Cortes;Centro
2020;Anual;16.79;13;1;Cortes;Centro
2021;Anual;16.98;13;1;Cortes;Centro
2022;Anual;17.08;13;1;Cortes;Centro
2005;Anual;19.28;144;14;Media Legua;Moratalaz
2006;Anual;19.88;144;14;Media Legua;Moratalaz
2007;Anual;20.38;144;14;Media Legua;Moratalaz
2008;Anual;20.79;144;14;Media Legua;Moratalaz
2009;Anual;21.3;144;14;Media Legua;Moratalaz
2010;Anual;22.04;144;14;Media Legua;Moratalaz
2011;Anual;22.93;144;14;Media Legua;Moratalaz
2012;Anual;23.6;144;14;Media Legua;Moratalaz
2013;Anual;24.17;144;14;Media Legua;Moratalaz
2014;Anual;25.26;144;14;Media Legua;Moratalaz
2015;Anual;25.86;144;14;Media Legua;Moratalaz
2016;Anual;26.45;144;14;Media Legua;Moratalaz
2017;Anual;26.84;144;14;Media Legua;Moratalaz
2018;Anual;27.43;144;14;Media Legua;Moratalaz
2019;Anual;27.51;144;14;Media Legua;Moratalaz
2020;Anual;27.66;144;14;Media Legua;Moratalaz
